internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_1076,Finance Intern,Maruti Suzuki,finance,"Internship opportunity in finance at Maruti Suzuki, focusing on Financial Analysis, Accounting within the Automotive sector.","financial analysis, accounting",mumbai,12 months,5000,True,2026-02-17,True,40000,Gurgaon,Automotive
INT_1077,Agriculture Intern,HDFC Bank,agriculture,"Internship opportunity in agriculture at HDFC Bank, focusing on GIS, Crop Modeling within the Banking & Finance sector.","gis, crop modeling",mumbai,12 months,5000,True,2025-11-30,True,150000,Mumbai,Banking & Finance
INT_1078,Robotics Intern,HCL Technologies,robotics,"Internship opportunity in robotics at HCL Technologies, focusing on Embedded Systems, ROS within the IT Services sector.","embedded systems, ros",anand,12 months,5000,True,2026-03-19,True,225000,Noida,IT Services
INT_1079,Robotics Intern,Larsen & Toubro,robotics,"Internship opportunity in robotics at Larsen & Toubro, focusing on Embedded Systems, ROS within the Infrastructure & Engineering sector.","embedded systems, ros",mumbai,12 months,5000,True,2026-03-08,True,100000,Mumbai,Infrastructure & Engineering
INT_1080,Agriculture Intern,HAL,agriculture,"Internship opportunity in agriculture at HAL, focusing on GIS, Soil Analysis within the Aerospace & Defense sector.","gis, soil analysis",lucknow,12 months,5000,True,2026-01-07,True,25000,Bangalore,Aerospace & Defense
INT_1081,Ai/Ml Intern,HCL Technologies,ai/ml,"Internship opportunity in ai/ml at HCL Technologies, focusing on NLP, Deep Learning within the IT Services sector.","nlp, deep learning",coimbatore,12 months,5000,True,2025-12-14,True,225000,Noida,IT Services
INT_1082,Agriculture Intern,Adani Green Energy,agriculture,"Internship opportunity in agriculture at Adani Green Energy, focusing on GIS, Crop Modeling within the Renewable Energy sector.","gis, crop modeling",hyderabad,12 months,5000,True,2025-11-15,True,5000,Ahmedabad,Renewable Energy
INT_1083,Mobile Apps Intern,ISRO,mobile apps,"Internship opportunity in mobile apps at ISRO, focusing on React Native, Swift within the Space Research sector.","react native, swift",pune,12 months,5000,True,2025-11-24,True,18000,Bangalore,Space Research
INT_1084,Cloud Computing Intern,HCL Technologies,cloud computing,"Internship opportunity in cloud computing at HCL Technologies, focusing on Docker, Kubernetes within the IT Services sector.","docker, kubernetes",dehradun,12 months,5000,True,2025-11-11,True,225000,Noida,IT Services
INT_1085,Cybersecurity Intern,HCL Technologies,cybersecurity,"Internship opportunity in cybersecurity at HCL Technologies, focusing on Ethical Hacking, Penetration Testing within the IT Services sector.","ethical hacking, penetration testing",coimbatore,12 months,5000,True,2025-11-15,True,225000,Noida,IT Services
INT_1086,Data Science Intern,Wipro,data science,"Internship opportunity in data science at Wipro, focusing on Statistics, Machine Learning within the IT Services sector.","statistics, machine learning",ahmedabad,12 months,5000,True,2025-12-10,True,200000,Bangalore,IT Services
INT_1087,Cybersecurity Intern,NTPC,cybersecurity,"Internship opportunity in cybersecurity at NTPC, focusing on Penetration Testing, Ethical Hacking within the Energy sector.","penetration testing, ethical hacking",lucknow,12 months,5000,True,2025-12-20,True,20000,Delhi,Energy
INT_1088,Robotics Intern,TERI,robotics,"Internship opportunity in robotics at TERI, focusing on Arduino, ROS within the Environmental Research sector.","arduino, ros",bangalore,12 months,5000,True,2025-11-15,True,2000,Delhi,Environmental Research
INT_1089,Data Science Intern,Maruti Suzuki,data science,"Internship opportunity in data science at Maruti Suzuki, focusing on Machine Learning, SQL within the Automotive sector.","machine learning, sql",pune,12 months,5000,True,2026-01-12,True,40000,Gurgaon,Automotive
INT_1090,Rocket Science Intern,State Bank of India,rocket science,"Internship opportunity in rocket science at State Bank of India, focusing on CAD, Propulsion within the Banking & Finance sector.","cad, propulsion",hyderabad,12 months,5000,True,2026-02-23,True,250000,Mumbai,Banking & Finance
INT_1091,Blockchain Intern,ICICI Bank,blockchain,"Internship opportunity in blockchain at ICICI Bank, focusing on Smart Contracts, Ethereum within the Banking & Finance sector.","smart contracts, ethereum",dehradun,12 months,5000,True,2026-01-05,True,125000,Mumbai,Banking & Finance
INT_1092,Ai/Ml Intern,Tata Consultancy Services,ai/ml,"Internship opportunity in ai/ml at Tata Consultancy Services, focusing on TensorFlow, PyTorch within the IT Services sector.","tensorflow, pytorch",ahmedabad,12 months,5000,True,2026-01-18,True,600000,Mumbai,IT Services
INT_1093,Social Work Intern,NTPC,social work,"Internship opportunity in social work at NTPC, focusing on NGO Management, Policy Research within the Energy sector.","ngo management, policy research",pune,12 months,5000,True,2025-10-13,True,20000,Delhi,Energy
INT_1094,Finance Intern,ICICI Bank,finance,"Internship opportunity in finance at ICICI Bank, focusing on Excel, Accounting within the Banking & Finance sector.","excel, accounting",delhi,12 months,5000,True,2026-01-22,True,125000,Mumbai,Banking & Finance
INT_1095,Environmental Science Intern,Infosys,environmental science,"Internship opportunity in environmental science at Infosys, focusing on Sustainability, GIS within the IT Services sector.","sustainability, gis",ahmedabad,12 months,5000,True,2025-10-13,True,250000,Bangalore,IT Services
INT_1096,Cybersecurity Intern,ISRO,cybersecurity,"Internship opportunity in cybersecurity at ISRO, focusing on Ethical Hacking, Network Security within the Space Research sector.","ethical hacking, network security",bangalore,12 months,5000,True,2026-01-08,True,18000,Bangalore,Space Research
INT_1097,Rocket Science Intern,BHEL,rocket science,"Internship opportunity in rocket science at BHEL, focusing on Propulsion, Aerospace Materials within the Heavy Engineering sector.","propulsion, aerospace materials",dehradun,12 months,5000,True,2025-11-18,True,50000,Delhi,Heavy Engineering
INT_1098,Mobile Apps Intern,HDFC Bank,mobile apps,"Internship opportunity in mobile apps at HDFC Bank, focusing on Flutter, Kotlin within the Banking & Finance sector.","flutter, kotlin",bangalore,12 months,5000,True,2026-02-18,True,150000,Mumbai,Banking & Finance
INT_1099,Robotics Intern,NABARD,robotics,"Internship opportunity in robotics at NABARD, focusing on Embedded Systems, Arduino within the Agriculture & Rural Dev sector.","embedded systems, arduino",bangalore,12 months,5000,True,2026-01-02,True,12000,Mumbai,Agriculture & Rural Dev
INT_1100,Blockchain Intern,ICICI Bank,blockchain,"Internship opportunity in blockchain at ICICI Bank, focusing on Smart Contracts, Ethereum within the Banking & Finance sector.","smart contracts, ethereum",ahmedabad,12 months,5000,True,2025-12-25,True,125000,Mumbai,Banking & Finance
INT_1101,Rocket Science Intern,Maruti Suzuki,rocket science,"Internship opportunity in rocket science at Maruti Suzuki, focusing on Propulsion, CAD within the Automotive sector.","propulsion, cad",lucknow,12 months,5000,True,2025-10-12,True,40000,Gurgaon,Automotive
INT_1102,Nanotechnology Intern,BHEL,nanotechnology,"Internship opportunity in nanotechnology at BHEL, focusing on Materials Science, Nano Fabrication within the Heavy Engineering sector.","materials science, nano fabrication",mumbai,12 months,5000,True,2026-01-31,True,50000,Delhi,Heavy Engineering
INT_1103,Data Science Intern,State Bank of India,data science,"Internship opportunity in data science at State Bank of India, focusing on Python, Machine Learning within the Banking & Finance sector.","python, machine learning",dehradun,12 months,5000,True,2025-10-11,True,250000,Mumbai,Banking & Finance
INT_1104,Ai/Ml Intern,Maruti Suzuki,ai/ml,"Internship opportunity in ai/ml at Maruti Suzuki, focusing on PyTorch, Deep Learning within the Automotive sector.","pytorch, deep learning",anand,12 months,5000,True,2026-02-01,True,40000,Gurgaon,Automotive
INT_1105,Cybersecurity Intern,HCL Technologies,cybersecurity,"Internship opportunity in cybersecurity at HCL Technologies, focusing on Ethical Hacking, Penetration Testing within the IT Services sector.","ethical hacking, penetration testing",ahmedabad,12 months,5000,True,2026-01-14,True,225000,Noida,IT Services
INT_1106,Agriculture Intern,HCL Technologies,agriculture,"Internship opportunity in agriculture at HCL Technologies, focusing on Soil Analysis, Crop Modeling within the IT Services sector.","soil analysis, crop modeling",ahmedabad,12 months,5000,True,2026-01-01,True,225000,Noida,IT Services
INT_1107,Nanotechnology Intern,Wipro,nanotechnology,"Internship opportunity in nanotechnology at Wipro, focusing on Nano Fabrication, Materials Science within the IT Services sector.","nano fabrication, materials science",delhi,12 months,5000,True,2025-10-31,True,200000,Bangalore,IT Services
INT_1108,Blockchain Intern,HCL Technologies,blockchain,"Internship opportunity in blockchain at HCL Technologies, focusing on Smart Contracts, Solidity within the IT Services sector.","smart contracts, solidity",mumbai,12 months,5000,True,2025-11-14,True,225000,Noida,IT Services
INT_1109,Rocket Science Intern,HCL Technologies,rocket science,"Internship opportunity in rocket science at HCL Technologies, focusing on MATLAB, Aerospace Materials within the IT Services sector.","matlab, aerospace materials",hyderabad,12 months,5000,True,2026-01-13,True,225000,Noida,IT Services
INT_1110,Ai/Ml Intern,Mahindra & Mahindra,ai/ml,"Internship opportunity in ai/ml at Mahindra & Mahindra, focusing on NLP, PyTorch within the Automotive sector.","nlp, pytorch",mumbai,12 months,5000,True,2025-12-02,True,90000,Mumbai,Automotive
INT_1111,Education Intern,State Bank of India,education,"Internship opportunity in education at State Bank of India, focusing on Policy Analysis, Curriculum Design within the Banking & Finance sector.","policy analysis, curriculum design",hyderabad,12 months,5000,True,2025-11-03,True,250000,Mumbai,Banking & Finance
INT_1112,Marketing Intern,ISRO,marketing,"Internship opportunity in marketing at ISRO, focusing on SEO, Digital Marketing within the Space Research sector.","seo, digital marketing",pune,12 months,5000,True,2025-11-29,True,18000,Bangalore,Space Research
INT_1113,Ai/Ml Intern,HCL Technologies,ai/ml,"Internship opportunity in ai/ml at HCL Technologies, focusing on NLP, PyTorch within the IT Services sector.","nlp, pytorch",pune,12 months,5000,True,2025-11-13,True,225000,Noida,IT Services
INT_1114,Cloud Computing Intern,HCL Technologies,cloud computing,"Internship opportunity in cloud computing at HCL Technologies, focusing on Docker, Azure within the IT Services sector.","docker, azure",bangalore,12 months,5000,True,2025-12-16,True,225000,Noida,IT Services
INT_1115,Marketing Intern,Mahindra & Mahindra,marketing,"Internship opportunity in marketing at Mahindra & Mahindra, focusing on SEO, Market Research within the Automotive sector.","seo, market research",lucknow,12 months,5000,True,2025-11-05,True,90000,Mumbai,Automotive
INT_1116,Environmental Science Intern,NABARD,environmental science,"Internship opportunity in environmental science at NABARD, focusing on GIS, Climate Modeling within the Agriculture & Rural Dev sector.","gis, climate modeling",lucknow,12 months,5000,True,2026-01-26,True,12000,Mumbai,Agriculture & Rural Dev
INT_1117,Cloud Computing Intern,NTPC,cloud computing,"Internship opportunity in cloud computing at NTPC, focusing on Kubernetes, Docker within the Energy sector.","kubernetes, docker",bangalore,12 months,5000,True,2026-01-05,True,20000,Delhi,Energy
INT_1118,Finance Intern,ONGC,finance,"Internship opportunity in finance at ONGC, focusing on Accounting, Financial Analysis within the Energy & Exploration sector.","accounting, financial analysis",noida,12 months,5000,True,2025-11-23,True,30000,Delhi,Energy & Exploration
INT_1119,Web Development Intern,Adani Green Energy,web development,"Internship opportunity in web development at Adani Green Energy, focusing on HTML, React within the Renewable Energy sector.","html, react",noida,12 months,5000,True,2025-12-04,True,5000,Ahmedabad,Renewable Energy
INT_1120,Marketing Intern,ICICI Bank,marketing,"Internship opportunity in marketing at ICICI Bank, focusing on SEO, Market Research within the Banking & Finance sector.","seo, market research",coimbatore,12 months,5000,True,2025-11-03,True,125000,Mumbai,Banking & Finance
INT_1121,Nanotechnology Intern,DRDO,nanotechnology,"Internship opportunity in nanotechnology at DRDO, focusing on Nano Fabrication, Materials Science within the Defense R&D sector.","nano fabrication, materials science",pune,12 months,5000,True,2025-10-10,True,30000,Delhi,Defense R&D
INT_1122,Environmental Science Intern,Mahindra & Mahindra,environmental science,"Internship opportunity in environmental science at Mahindra & Mahindra, focusing on Climate Modeling, GIS within the Automotive sector.","climate modeling, gis",anand,12 months,5000,True,2025-10-16,True,90000,Mumbai,Automotive
INT_1123,Agriculture Intern,Mahindra & Mahindra,agriculture,"Internship opportunity in agriculture at Mahindra & Mahindra, focusing on Crop Modeling, GIS within the Automotive sector.","crop modeling, gis",bangalore,12 months,5000,True,2026-02-24,True,90000,Mumbai,Automotive
INT_1124,Finance Intern,Infosys,finance,"Internship opportunity in finance at Infosys, focusing on Accounting, Financial Analysis within the IT Services sector.","accounting, financial analysis",coimbatore,12 months,5000,True,2025-12-20,True,250000,Bangalore,IT Services
INT_1125,Mobile Apps Intern,Reliance Industries,mobile apps,"Internship opportunity in mobile apps at Reliance Industries, focusing on Swift, Flutter within the Energy & Petrochemicals sector.","swift, flutter",mumbai,12 months,5000,True,2026-01-31,True,300000,Mumbai,Energy & Petrochemicals
INT_1126,Rocket Science Intern,ICICI Bank,rocket science,"Internship opportunity in rocket science at ICICI Bank, focusing on MATLAB, Propulsion within the Banking & Finance sector.","matlab, propulsion",dehradun,12 months,5000,True,2025-10-17,True,125000,Mumbai,Banking & Finance
INT_1127,Web Development Intern,Adani Green Energy,web development,"Internship opportunity in web development at Adani Green Energy, focusing on React, CSS within the Renewable Energy sector.","react, css",coimbatore,12 months,5000,True,2025-12-30,True,5000,Ahmedabad,Renewable Energy
INT_1128,Mobile Apps Intern,Adani Green Energy,mobile apps,"Internship opportunity in mobile apps at Adani Green Energy, focusing on Flutter, React Native within the Renewable Energy sector.","flutter, react native",dehradun,12 months,5000,True,2026-02-26,True,5000,Ahmedabad,Renewable Energy
INT_1129,Education Intern,Mahindra & Mahindra,education,"Internship opportunity in education at Mahindra & Mahindra, focusing on Teaching Methods, Curriculum Design within the Automotive sector.","teaching methods, curriculum design",lucknow,12 months,5000,True,2025-12-23,True,90000,Mumbai,Automotive
INT_1130,Rocket Science Intern,HDFC Bank,rocket science,"Internship opportunity in rocket science at HDFC Bank, focusing on Propulsion, MATLAB within the Banking & Finance sector.","propulsion, matlab",chennai,12 months,5000,True,2025-11-27,True,150000,Mumbai,Banking & Finance
INT_1131,Marketing Intern,Tata Consultancy Services,marketing,"Internship opportunity in marketing at Tata Consultancy Services, focusing on Digital Marketing, Market Research within the IT Services sector.","digital marketing, market research",hyderabad,12 months,5000,True,2026-02-07,True,600000,Mumbai,IT Services
INT_1132,Cybersecurity Intern,ONGC,cybersecurity,"Internship opportunity in cybersecurity at ONGC, focusing on Penetration Testing, Ethical Hacking within the Energy & Exploration sector.","penetration testing, ethical hacking",delhi,12 months,5000,True,2026-01-10,True,30000,Delhi,Energy & Exploration
INT_1133,Cybersecurity Intern,Adani Green Energy,cybersecurity,"Internship opportunity in cybersecurity at Adani Green Energy, focusing on Penetration Testing, Network Security within the Renewable Energy sector.","penetration testing, network security",ahmedabad,12 months,5000,True,2025-12-24,True,5000,Ahmedabad,Renewable Energy
INT_1134,Blockchain Intern,Wipro,blockchain,"Internship opportunity in blockchain at Wipro, focusing on Ethereum, Smart Contracts within the IT Services sector.","ethereum, smart contracts",ahmedabad,12 months,5000,True,2025-10-08,True,200000,Bangalore,IT Services
INT_1135,Cloud Computing Intern,ONGC,cloud computing,"Internship opportunity in cloud computing at ONGC, focusing on Docker, Kubernetes within the Energy & Exploration sector.","docker, kubernetes",dehradun,12 months,5000,True,2026-01-13,True,30000,Delhi,Energy & Exploration
INT_1136,Agriculture Intern,HAL,agriculture,"Internship opportunity in agriculture at HAL, focusing on Crop Modeling, GIS within the Aerospace & Defense sector.","crop modeling, gis",pune,12 months,5000,True,2025-10-29,True,25000,Bangalore,Aerospace & Defense
INT_1137,Blockchain Intern,Mahindra & Mahindra,blockchain,"Internship opportunity in blockchain at Mahindra & Mahindra, focusing on Solidity, Ethereum within the Automotive sector.","solidity, ethereum",ahmedabad,12 months,5000,True,2026-01-10,True,90000,Mumbai,Automotive
INT_1138,Social Work Intern,Tata Consultancy Services,social work,"Internship opportunity in social work at Tata Consultancy Services, focusing on NGO Management, Community Development within the IT Services sector.","ngo management, community development",mumbai,12 months,5000,True,2026-01-26,True,600000,Mumbai,IT Services
INT_1139,Blockchain Intern,HAL,blockchain,"Internship opportunity in blockchain at HAL, focusing on Ethereum, Smart Contracts within the Aerospace & Defense sector.","ethereum, smart contracts",anand,12 months,5000,True,2026-01-06,True,25000,Bangalore,Aerospace & Defense
INT_1140,Marketing Intern,Reliance Industries,marketing,"Internship opportunity in marketing at Reliance Industries, focusing on Market Research, SEO within the Energy & Petrochemicals sector.","market research, seo",mumbai,12 months,5000,True,2025-12-26,True,300000,Mumbai,Energy & Petrochemicals
INT_1141,Ai/Ml Intern,ICICI Bank,ai/ml,"Internship opportunity in ai/ml at ICICI Bank, focusing on TensorFlow, PyTorch within the Banking & Finance sector.","tensorflow, pytorch",delhi,12 months,5000,True,2026-02-12,True,125000,Mumbai,Banking & Finance
INT_1142,Rocket Science Intern,TERI,rocket science,"Internship opportunity in rocket science at TERI, focusing on MATLAB, Aerospace Materials within the Environmental Research sector.","matlab, aerospace materials",noida,12 months,5000,True,2025-12-31,True,2000,Delhi,Environmental Research
INT_1143,Robotics Intern,ONGC,robotics,"Internship opportunity in robotics at ONGC, focusing on Arduino, Embedded Systems within the Energy & Exploration sector.","arduino, embedded systems",dehradun,12 months,5000,True,2025-12-14,True,30000,Delhi,Energy & Exploration
INT_1144,Web Development Intern,Reliance Industries,web development,"Internship opportunity in web development at Reliance Industries, focusing on React, JavaScript within the Energy & Petrochemicals sector.","react, javascript",anand,12 months,5000,True,2025-10-16,True,300000,Mumbai,Energy & Petrochemicals
INT_1145,Ai/Ml Intern,Adani Green Energy,ai/ml,"Internship opportunity in ai/ml at Adani Green Energy, focusing on NLP, Deep Learning within the Renewable Energy sector.","nlp, deep learning",anand,12 months,5000,True,2026-01-24,True,5000,Ahmedabad,Renewable Energy
INT_1146,Marketing Intern,Reliance Industries,marketing,"Internship opportunity in marketing at Reliance Industries, focusing on Digital Marketing, SEO within the Energy & Petrochemicals sector.","digital marketing, seo",delhi,12 months,5000,True,2026-01-04,True,300000,Mumbai,Energy & Petrochemicals
INT_1147,Finance Intern,ICICI Bank,finance,"Internship opportunity in finance at ICICI Bank, focusing on Excel, Financial Analysis within the Banking & Finance sector.","excel, financial analysis",anand,12 months,5000,True,2026-01-27,True,125000,Mumbai,Banking & Finance
INT_1148,Cybersecurity Intern,NTPC,cybersecurity,"Internship opportunity in cybersecurity at NTPC, focusing on Penetration Testing, Network Security within the Energy sector.","penetration testing, network security",hyderabad,12 months,5000,True,2025-10-09,True,20000,Delhi,Energy
INT_1149,Finance Intern,Maruti Suzuki,finance,"Internship opportunity in finance at Maruti Suzuki, focusing on Financial Analysis, Excel within the Automotive sector.","financial analysis, excel",delhi,12 months,5000,True,2025-11-14,True,40000,Gurgaon,Automotive
INT_1150,Marketing Intern,Reliance Industries,marketing,"Internship opportunity in marketing at Reliance Industries, focusing on Digital Marketing, Market Research within the Energy & Petrochemicals sector.","digital marketing, market research",noida,12 months,5000,True,2026-02-10,True,300000,Mumbai,Energy & Petrochemicals
INT_1151,Renewable Energy Intern,ISRO,renewable energy,"Internship opportunity in renewable energy at ISRO, focusing on Solar PV, Wind Turbines within the Space Research sector.","solar pv, wind turbines",dehradun,12 months,5000,True,2026-01-20,True,18000,Bangalore,Space Research
INT_1152,Renewable Energy Intern,HDFC Bank,renewable energy,"Internship opportunity in renewable energy at HDFC Bank, focusing on Energy Storage, Solar PV within the Banking & Finance sector.","energy storage, solar pv",mumbai,12 months,5000,True,2026-01-30,True,150000,Mumbai,Banking & Finance
INT_1153,Education Intern,Adani Green Energy,education,"Internship opportunity in education at Adani Green Energy, focusing on Teaching Methods, Policy Analysis within the Renewable Energy sector.","teaching methods, policy analysis",dehradun,12 months,5000,True,2025-10-09,True,5000,Ahmedabad,Renewable Energy
INT_1154,Data Science Intern,Maruti Suzuki,data science,"Internship opportunity in data science at Maruti Suzuki, focusing on Statistics, Python within the Automotive sector.","statistics, python",noida,12 months,5000,True,2025-10-13,True,40000,Gurgaon,Automotive
INT_1155,Cloud Computing Intern,Adani Green Energy,cloud computing,"Internship opportunity in cloud computing at Adani Green Energy, focusing on Azure, Docker within the Renewable Energy sector.","azure, docker",lucknow,12 months,5000,True,2026-02-07,True,5000,Ahmedabad,Renewable Energy
INT_1156,Data Science Intern,Maruti Suzuki,data science,"Internship opportunity in data science at Maruti Suzuki, focusing on Machine Learning, SQL within the Automotive sector.","machine learning, sql",dehradun,12 months,5000,True,2026-01-20,True,40000,Gurgaon,Automotive
INT_1157,Data Science Intern,Tata Consultancy Services,data science,"Internship opportunity in data science at Tata Consultancy Services, focusing on SQL, Python within the IT Services sector.","sql, python",chennai,12 months,5000,True,2025-12-01,True,600000,Mumbai,IT Services
INT_1158,Finance Intern,Infosys,finance,"Internship opportunity in finance at Infosys, focusing on Excel, Accounting within the IT Services sector.","excel, accounting",bangalore,12 months,5000,True,2026-02-06,True,250000,Bangalore,IT Services
INT_1159,Robotics Intern,HDFC Bank,robotics,"Internship opportunity in robotics at HDFC Bank, focusing on ROS, Arduino within the Banking & Finance sector.","ros, arduino",hyderabad,12 months,5000,True,2025-10-31,True,150000,Mumbai,Banking & Finance
INT_1160,Web Development Intern,NTPC,web development,"Internship opportunity in web development at NTPC, focusing on React, HTML within the Energy sector.","react, html",bangalore,12 months,5000,True,2026-02-10,True,20000,Delhi,Energy
INT_1161,Agriculture Intern,Adani Green Energy,agriculture,"Internship opportunity in agriculture at Adani Green Energy, focusing on Soil Analysis, GIS within the Renewable Energy sector.","soil analysis, gis",lucknow,12 months,5000,True,2025-12-31,True,5000,Ahmedabad,Renewable Energy
INT_1162,Social Work Intern,Mahindra & Mahindra,social work,"Internship opportunity in social work at Mahindra & Mahindra, focusing on Policy Research, NGO Management within the Automotive sector.","policy research, ngo management",hyderabad,12 months,5000,True,2025-10-07,True,90000,Mumbai,Automotive
INT_1163,Education Intern,NABARD,education,"Internship opportunity in education at NABARD, focusing on Teaching Methods, Policy Analysis within the Agriculture & Rural Dev sector.","teaching methods, policy analysis",bangalore,12 months,5000,True,2026-03-06,True,12000,Mumbai,Agriculture & Rural Dev
INT_1164,Agriculture Intern,BHEL,agriculture,"Internship opportunity in agriculture at BHEL, focusing on GIS, Crop Modeling within the Heavy Engineering sector.","gis, crop modeling",coimbatore,12 months,5000,True,2025-10-07,True,50000,Delhi,Heavy Engineering
INT_1165,Marketing Intern,Mahindra & Mahindra,marketing,"Internship opportunity in marketing at Mahindra & Mahindra, focusing on SEO, Digital Marketing within the Automotive sector.","seo, digital marketing",lucknow,12 months,5000,True,2025-11-05,True,90000,Mumbai,Automotive
INT_1166,Mobile Apps Intern,DRDO,mobile apps,"Internship opportunity in mobile apps at DRDO, focusing on Kotlin, Swift within the Defense R&D sector.","kotlin, swift",coimbatore,12 months,5000,True,2025-12-01,True,30000,Delhi,Defense R&D
INT_1167,Robotics Intern,Adani Green Energy,robotics,"Internship opportunity in robotics at Adani Green Energy, focusing on Embedded Systems, Arduino within the Renewable Energy sector.","embedded systems, arduino",coimbatore,12 months,5000,True,2025-10-30,True,5000,Ahmedabad,Renewable Energy
INT_1168,Finance Intern,Wipro,finance,"Internship opportunity in finance at Wipro, focusing on Accounting, Excel within the IT Services sector.","accounting, excel",lucknow,12 months,5000,True,2026-01-24,True,200000,Bangalore,IT Services
INT_1169,Marketing Intern,Tata Consultancy Services,marketing,"Internship opportunity in marketing at Tata Consultancy Services, focusing on SEO, Market Research within the IT Services sector.","seo, market research",hyderabad,12 months,5000,True,2025-11-03,True,600000,Mumbai,IT Services
INT_1170,Web Development Intern,State Bank of India,web development,"Internship opportunity in web development at State Bank of India, focusing on CSS, JavaScript within the Banking & Finance sector.","css, javascript",delhi,12 months,5000,True,2025-10-07,True,250000,Mumbai,Banking & Finance
INT_1171,Social Work Intern,HDFC Bank,social work,"Internship opportunity in social work at HDFC Bank, focusing on NGO Management, Community Development within the Banking & Finance sector.","ngo management, community development",dehradun,12 months,5000,True,2026-02-05,True,150000,Mumbai,Banking & Finance
INT_1172,Nanotechnology Intern,Reliance Industries,nanotechnology,"Internship opportunity in nanotechnology at Reliance Industries, focusing on Materials Science, Nano Fabrication within the Energy & Petrochemicals sector.","materials science, nano fabrication",mumbai,12 months,5000,True,2025-12-28,True,300000,Mumbai,Energy & Petrochemicals
INT_1173,Agriculture Intern,ONGC,agriculture,"Internship opportunity in agriculture at ONGC, focusing on Crop Modeling, GIS within the Energy & Exploration sector.","crop modeling, gis",mumbai,12 months,5000,True,2025-10-21,True,30000,Delhi,Energy & Exploration
INT_1174,Web Development Intern,ICICI Bank,web development,"Internship opportunity in web development at ICICI Bank, focusing on JavaScript, React within the Banking & Finance sector.","javascript, react",delhi,12 months,5000,True,2026-02-16,True,125000,Mumbai,Banking & Finance
INT_1175,Cloud Computing Intern,HCL Technologies,cloud computing,"Internship opportunity in cloud computing at HCL Technologies, focusing on Docker, Azure within the IT Services sector.","docker, azure",chennai,12 months,5000,True,2025-12-03,True,225000,Noida,IT Services
INT_1176,Education Intern,Larsen & Toubro,education,"Internship opportunity in education at Larsen & Toubro, focusing on Policy Analysis, Curriculum Design within the Infrastructure & Engineering sector.","policy analysis, curriculum design",anand,12 months,5000,True,2026-01-23,True,100000,Mumbai,Infrastructure & Engineering
INT_1177,Social Work Intern,HDFC Bank,social work,"Internship opportunity in social work at HDFC Bank, focusing on NGO Management, Policy Research within the Banking & Finance sector.","ngo management, policy research",hyderabad,12 months,5000,True,2026-01-04,True,150000,Mumbai,Banking & Finance
INT_1178,Nanotechnology Intern,Reliance Industries,nanotechnology,"Internship opportunity in nanotechnology at Reliance Industries, focusing on Nano Fabrication, Materials Science within the Energy & Petrochemicals sector.","nano fabrication, materials science",pune,12 months,5000,True,2026-03-10,True,300000,Mumbai,Energy & Petrochemicals
INT_1179,Agriculture Intern,BHEL,agriculture,"Internship opportunity in agriculture at BHEL, focusing on Soil Analysis, GIS within the Heavy Engineering sector.","soil analysis, gis",ahmedabad,12 months,5000,True,2025-11-12,True,50000,Delhi,Heavy Engineering
INT_1180,Environmental Science Intern,ICICI Bank,environmental science,"Internship opportunity in environmental science at ICICI Bank, focusing on Sustainability, GIS within the Banking & Finance sector.","sustainability, gis",delhi,12 months,5000,True,2026-01-08,True,125000,Mumbai,Banking & Finance
INT_1181,Social Work Intern,NABARD,social work,"Internship opportunity in social work at NABARD, focusing on Policy Research, NGO Management within the Agriculture & Rural Dev sector.","policy research, ngo management",coimbatore,12 months,5000,True,2025-11-10,True,12000,Mumbai,Agriculture & Rural Dev
INT_1182,Robotics Intern,State Bank of India,robotics,"Internship opportunity in robotics at State Bank of India, focusing on Embedded Systems, Arduino within the Banking & Finance sector.","embedded systems, arduino",pune,12 months,5000,True,2025-11-03,True,250000,Mumbai,Banking & Finance
INT_1183,Renewable Energy Intern,Larsen & Toubro,renewable energy,"Internship opportunity in renewable energy at Larsen & Toubro, focusing on Wind Turbines, Energy Storage within the Infrastructure & Engineering sector.","wind turbines, energy storage",mumbai,12 months,5000,True,2026-03-05,True,100000,Mumbai,Infrastructure & Engineering
INT_1184,Robotics Intern,Mahindra & Mahindra,robotics,"Internship opportunity in robotics at Mahindra & Mahindra, focusing on ROS, Embedded Systems within the Automotive sector.","ros, embedded systems",mumbai,12 months,5000,True,2026-03-05,True,90000,Mumbai,Automotive
INT_1185,Cybersecurity Intern,Wipro,cybersecurity,"Internship opportunity in cybersecurity at Wipro, focusing on Network Security, Penetration Testing within the IT Services sector.","network security, penetration testing",pune,12 months,5000,True,2025-11-06,True,200000,Bangalore,IT Services
INT_1186,Robotics Intern,BHEL,robotics,"Internship opportunity in robotics at BHEL, focusing on ROS, Embedded Systems within the Heavy Engineering sector.","ros, embedded systems",delhi,12 months,5000,True,2026-03-08,True,50000,Delhi,Heavy Engineering
INT_1187,Cybersecurity Intern,Infosys,cybersecurity,"Internship opportunity in cybersecurity at Infosys, focusing on Ethical Hacking, Network Security within the IT Services sector.","ethical hacking, network security",mumbai,12 months,5000,True,2026-03-05,True,250000,Bangalore,IT Services
