student_id,internship_id,success_prob,hybrid_v2,rural_urban,college_tier,gender,rank_fair,explain_reasons,missing_skills,course_suggestions,skill_overlap,skill_match_count
STU_0059,INT_0077,0.0009666689345466,0.4435183099146972,urban,tier_2,female,5,"[""This data science role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers"", ""This role offers excellent learning opportunities in data science""]","[""reactjs"", ""nodejs js""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0060,INT_0086,0.001066709173324,0.470813242536877,urban,tier_3,male,1,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0060,INT_0053,0.0010507192704686,0.4578178772012877,urban,tier_3,male,2,"[""You already know ml, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0060,INT_0056,0.0010363333125071,0.4728757233044824,urban,tier_3,male,3,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""java""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0060,INT_0088,0.001036021346798,0.5267159800557132,urban,tier_3,male,4,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""sql""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0060,INT_0180,0.0010343184851868,0.4610450644009786,urban,tier_3,male,5,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""java""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0061,INT_0139,0.0010376762749528,0.3881058774396078,rural,tier_1,female,1,"[""You already know py, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0061,INT_0185,0.0010253918008541,0.379606630782821,rural,tier_1,female,2,"[""You already know py, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""py""]",1
STU_0061,INT_0166,0.0010130918535307,0.4217731901214426,rural,tier_1,female,3,"[""You already know java and py, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""py""]",2
STU_0061,INT_0044,0.0010106309954115,0.4502234569381087,rural,tier_1,female,4,"[""You already know java and py, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""py""]",2
STU_0061,INT_0173,0.0009907468553219,0.477786769867501,rural,tier_1,female,5,"[""This software development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself"", ""This role offers excellent learning opportunities in software development""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}",[],0
STU_0062,INT_0023,0.0010450658580663,0.5101256142762333,urban,tier_2,female,1,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0062,INT_0072,0.0009999475662434,0.5960810295217366,urban,tier_2,female,2,"[""You already know java and py, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java"", ""py""]",2
STU_0062,INT_0137,0.0009942950076338,0.6575227891409113,urban,tier_2,female,3,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0062,INT_0186,0.000993615351463,0.6273121408567484,urban,tier_2,female,4,"[""This web development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers"", ""This role offers excellent learning opportunities in web development""]","[""reactjs"", ""nodejs js""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0062,INT_0084,0.0009876857464754,0.608706431696222,urban,tier_2,female,5,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0063,INT_0047,0.0010176671042106,0.3958269723403904,urban,tier_3,male,1,"[""You already know sql and java, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql"", ""java""]",2
STU_0063,INT_0044,0.0010163644830043,0.4115161720887544,urban,tier_3,male,2,"[""You already know java and py, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""py""]",2
STU_0063,INT_0099,0.0010078012883706,0.391552026951411,urban,tier_3,male,3,"[""You already know sql and java, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql"", ""java""]",2
STU_0063,INT_0045,0.0010065690518558,0.3851293140316338,urban,tier_3,male,4,"[""You already know java, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0063,INT_0194,0.0009850665707296,0.3867078487771133,urban,tier_3,male,5,"[""You already know py, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0064,INT_0012,0.0010137031035185,0.4585979178417482,rural,tier_1,female,1,"[""You already know ml, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0064,INT_0007,0.0010008897139535,0.4879684718999337,rural,tier_1,female,2,"[""You already know ml, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0064,INT_0008,0.0009867038243612,0.4893541727173526,rural,tier_1,female,3,"[""You already know java, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""sql"", ""py""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0064,INT_0104,0.0009778906555406,0.5286831061934746,rural,tier_1,female,4,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""java"", ""ml""]",2
STU_0064,INT_0013,0.0009621551811208,0.4580922342207477,rural,tier_1,female,5,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0065,INT_0104,0.0010399307526448,0.4563787353791733,urban,tier_3,male,1,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]",[],{},"[""java"", ""ml""]",2
STU_0065,INT_0044,0.001029642488324,0.4625050466027748,urban,tier_3,male,2,"[""You already know java and py, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]",[],{},"[""java"", ""py""]",2
STU_0065,INT_0098,0.0010168711716783,0.4620033243039623,urban,tier_3,male,3,"[""You already know java, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0065,INT_0068,0.0010157388574907,0.4674620646364975,urban,tier_3,male,4,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]","[""sql""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}]}","[""java"", ""ml""]",2
STU_0065,INT_0145,0.0010068694233634,0.4558523544522133,urban,tier_3,male,5,"[""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""reactjs"", ""nodejs js""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0066,INT_0104,0.0010258601134307,0.4442529732878404,rural,tier_3,female,1,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""ml""]",2
STU_0066,INT_0006,0.0010114184854044,0.428780689599879,rural,tier_3,female,2,"[""You already know sql and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""sql"", ""ml""]",2
STU_0066,INT_0068,0.000997048392329,0.4726774816133604,rural,tier_3,female,3,"[""You already know sql, java, and ml, giving you a strong foundation"", ""This software development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""sql"", ""java"", ""ml""]",3
STU_0066,INT_0065,0.0009965228925946,0.4330497733585776,rural,tier_3,female,4,"[""You already know sql and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""sql"", ""ml""]",2
STU_0066,INT_0093,0.0009834280668203,0.4936651619502805,rural,tier_3,female,5,"[""You already know sql, java, and ml, giving you a strong foundation"", ""This ai/ml role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""sql"", ""java"", ""ml""]",3
STU_0067,INT_0195,0.0010445968394486,0.4620431834447144,urban,tier_3,male,1,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0067,INT_0003,0.0010343925161532,0.4544225475970833,urban,tier_3,male,2,"[""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""sql"", ""reactjs"", ""nodejs js""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0067,INT_0148,0.0010282258567912,0.4199586910434825,urban,tier_3,male,3,"[""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""py"", ""ml""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}",[],0
STU_0067,INT_0155,0.0010070386839545,0.4168331702283018,urban,tier_3,male,4,"[""You already know java, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0067,INT_0010,0.0010068987418257,0.4537992947077017,urban,tier_3,male,5,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0068,INT_0129,0.0010364120018828,0.3752993650006139,rural,tier_2,female,1,"[""You already know sql and java, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""sql"", ""java""]",2
STU_0068,INT_0113,0.0010138190919947,0.3746592420704598,rural,tier_2,female,2,"[""You already know py and ml, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""py"", ""ml""]",2
STU_0068,INT_0010,0.0010014038412797,0.3769811154974054,rural,tier_2,female,3,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0068,INT_0084,0.0009968891990945,0.4681642455748703,rural,tier_2,female,4,"[""You already know java and ml, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""java"", ""ml""]",2
STU_0068,INT_0011,0.000972506744305,0.4421624860764124,rural,tier_2,female,5,"[""You already know java and ml, which are required skills"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]",[],{},"[""java"", ""ml""]",2
STU_0069,INT_0051,0.0010410952365653,0.4604013452363127,urban,tier_1,male,1,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.5) make you a competitive candidate""]","[""java""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0069,INT_0033,0.00104001265422,0.4667546373871045,urban,tier_1,male,2,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.5) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0069,INT_0089,0.0010214496955504,0.531154989080708,urban,tier_1,male,3,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.5) make you a competitive candidate""]","[""sql"", ""ml""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0069,INT_0108,0.0010199580161504,0.4612238932918095,urban,tier_1,male,4,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.5) make you a competitive candidate""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0069,INT_0128,0.0009809517210133,0.509522378118004,urban,tier_1,male,5,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.5) make you a competitive candidate""]","[""java""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0070,INT_0163,0.00099560640246,0.5187234478936117,urban,tier_1,male,1,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.3) make you a competitive candidate"", ""This role offers excellent learning opportunities in mobile apps""]","[""java"", ""nodejs js""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0070,INT_0106,0.0009849381311498,0.6331585712078389,urban,tier_1,male,2,"[""You already know sql and ml, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.3) make you a competitive candidate""]",[],{},"[""sql"", ""ml""]",2
STU_0070,INT_0022,0.0009742611519294,0.6102390496046833,urban,tier_1,male,3,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.3) make you a competitive candidate"", ""This role offers excellent learning opportunities in mobile apps""]","[""java"", ""reactjs""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}",[],0
STU_0070,INT_0075,0.000966387093669,0.7033784538359191,urban,tier_1,male,4,"[""You already know sql and ml, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.3) make you a competitive candidate""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""sql"", ""ml""]",2
STU_0070,INT_0133,0.0009571909306143,0.5999286296720082,urban,tier_1,male,5,"[""You already know ml, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.3) make you a competitive candidate""]",[],{},"[""ml""]",1
STU_0071,INT_0171,0.0010068235322351,0.4659883018712439,urban,tier_3,female,1,"[""You already know sql and py, which are required skills"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]",[],{},"[""sql"", ""py""]",2
STU_0071,INT_0059,0.0009914427327872,0.4637553931413634,urban,tier_3,female,2,"[""You already know java and py, which are required skills"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java"", ""py""]",2
STU_0071,INT_0162,0.000984664254598,0.5483267542140763,urban,tier_3,female,3,"[""You already know sql and py, which are required skills"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""sql"", ""py""]",2
STU_0071,INT_0119,0.0009668469972023,0.511272377474911,urban,tier_3,female,4,"[""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate"", ""Promoting diversity by including students from all college tiers""]","[""reactjs"", ""ml""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}",[],0
STU_0071,INT_0181,0.0009299031342834,0.5711301777677806,urban,tier_3,female,5,"[""You already know java, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.7) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0072,INT_0007,0.0010242298220874,0.4999823606278202,rural,tier_3,male,1,"[""You already know py, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0072,INT_0196,0.0010134603073179,0.4726008488167864,rural,tier_3,male,2,"[""You already know py, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""java""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0072,INT_0076,0.0010037085975314,0.5234895062212426,rural,tier_3,male,3,"[""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data"", ""Ensuring equal opportunities for rural students like yourself""]","[""sql"", ""reactjs"", ""nodejs js""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0072,INT_0079,0.0009849250118148,0.5164264142703,rural,tier_3,male,4,"[""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself"", ""This role offers excellent learning opportunities in web development""]","[""nodejs js"", ""reactjs"", ""ml""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}",[],0
